p0,p1,p2,objective,elapsed_sec
0.5,0.0001,1.0,-0.933,58.952938079833984
0.19160000000000002,0.00022917204246570652,0.9108538773036612,-0.87,110.96039915084839
0.6998000000000001,0.00021278718202161846,0.8025191998925646,-0.934,166.94753217697144
0.29350000000000004,0.00024598211363264654,0.8402775315610659,-0.897,218.95402121543884
